EmployeeID,Name,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,DistanceFromHome,BusinessTravel,MonthlyIncome,Currency,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,TrainingTimesLastYear,RecruitmentSource,RemoteWorkType,ProjectsHandled,AbsenteeismDays,YearsSinceLastPromotion,NumPromotions,ManagerRating,Certifications,TeamSize,Attrition
807,Priya Ali,27,Male,Married,Sales,Sales Representative,Bachelor's,Marketing,7,6,2,10,Travel_Frequently,24282,INR,12,3,1,3,3,No,1,Walk-in,On-site,7,8,1,2,Needs Improvement,4,13,No
808,Priya Sharma,36,Male,Single,Research & Development,Laboratory Technician,Master's,Life Sciences,3,1,3,23,Travel_Rarely,20004,INR,21,3,2,4,2,No,3,Referral,Hybrid,4,5,1,2,Good,0,19,No
809,Lucy Ali,28,Female,Married,Marketing,Marketing Executive,Bachelor's,Marketing,1,0,3,20,Travel_Rarely,23918,INR,12,3,2,4,1,No,2,Referral,On-site,7,2,1,1,Good,1,6,Yes
810,Robert Rodriguez,45,Male,Married,Sales,Sales Representative,Master's,Life Sciences,7,4,2,29,Non-Travel,24794,INR,20,4,4,1,4,No,4,LinkedIn,On-site,4,5,1,2,Good,1,7,No
811,John Singh,26,Male,Single,Finance,Finance Manager,Bachelor's,Human Resources,2,0,0,9,Travel_Rarely,90774,INR,13,3,2,4,4,Yes,0,Referral,Hybrid,5,6,2,0,Excellent,2,24,No
812,Ravi Kim,21,Female,Married,Finance,Finance Manager,Bachelor's,Life Sciences,0,0,2,22,Travel_Rarely,81685,INR,15,3,3,4,2,No,3,Referral,On-site,2,9,0,1,Good,1,19,No
813,Emma Singh,44,Male,Married,Sales,Sales Manager,Bachelor's,Human Resources,1,0,1,17,Travel_Rarely,64542,INR,18,3,1,3,3,No,1,LinkedIn,Hybrid,4,5,0,1,Excellent,1,3,Yes
814,Sofia Khan,37,Male,Married,Sales,Sales Executive,Master's,Life Sciences,0,0,3,13,Travel_Frequently,25203,INR,18,3,3,2,3,No,3,Referral,On-site,3,5,0,1,Excellent,5,11,No
815,Nia Anderson,41,Male,Married,Marketing,Marketing Manager,Master's,Technical Degree,23,12,0,13,Travel_Rarely,145160,INR,17,3,4,2,3,No,3,Job Portal,On-site,14,5,0,5,Average,3,20,No
816,Ahmed Rodriguez,48,Female,Divorced,Sales,Sales Manager,Bachelor's,Other,9,7,5,7,Travel_Rarely,97617,INR,20,3,3,4,2,Yes,3,LinkedIn,On-site,7,5,3,4,Good,1,4,No
817,Kevin Sharma,29,Female,Married,Human Resources,HR Recruiter,Bachelor's,Human Resources,5,2,5,9,Travel_Rarely,22613,INR,22,3,3,2,4,No,1,LinkedIn,Remote,4,4,3,1,Good,0,14,No
818,Wei Wilson,38,Male,Married,Human Resources,HR Executive,Master's,Human Resources,20,19,1,10,Non-Travel,40024,INR,16,3,4,3,3,Yes,5,Campus Hiring,Remote,12,9,2,5,Good,4,12,No
819,Anjali Brown,46,Male,Married,IT,IT Support,PhD,Technical Degree,10,8,1,2,Travel_Rarely,38423,INR,24,4,3,3,2,No,1,Campus Hiring,On-site,11,7,0,4,Excellent,1,22,No
820,Wei Lee,45,Female,Single,IT,IT Support,PhD,Marketing,7,6,3,5,Non-Travel,32124,INR,15,4,1,2,3,Yes,0,Consultancy,Remote,7,9,2,3,Average,2,3,Yes
821,David Martin,25,Female,Divorced,Sales,Sales Representative,Bachelor's,Life Sciences,0,0,1,10,Travel_Rarely,16576,INR,15,3,4,3,4,No,3,Job Portal,Hybrid,3,5,0,0,Good,2,3,No
822,Grace Anderson,36,Male,Married,Finance,Financial Analyst,Bachelor's,Marketing,12,6,1,4,Travel_Rarely,63279,INR,12,3,4,3,3,Yes,4,LinkedIn,Remote,11,8,4,5,Good,1,24,No
823,Lucy Ali,33,Male,Married,Sales,Sales Manager,Bachelor's,Medical,12,10,1,10,Travel_Rarely,115166,INR,17,3,2,4,3,No,2,Job Portal,On-site,8,5,0,5,Good,2,22,No
824,Chen Lee,30,Male,Divorced,Research & Development,R&D Manager,High School,Marketing,2,1,4,10,Travel_Rarely,115130,INR,19,3,3,3,3,No,4,Job Portal,Remote,8,5,2,1,Average,2,9,No
825,Ben Garcia,20,Male,Married,Finance,Financial Analyst,High School,Marketing,2,1,3,18,Travel_Rarely,34425,INR,17,3,2,2,3,No,4,Walk-in,On-site,2,10,0,0,Average,2,17,No
826,Sofia Anderson,49,Male,Married,Sales,Sales Manager,Bachelor's,Life Sciences,1,0,6,3,Non-Travel,64131,INR,20,3,4,3,2,No,2,Referral,On-site,4,2,0,1,Average,2,15,No
827,Aisha Nair,28,Female,Married,Marketing,Marketing Executive,Bachelor's,Human Resources,3,2,1,7,Travel_Rarely,25328,INR,16,3,3,1,2,Yes,3,Consultancy,Hybrid,4,7,0,2,Good,2,21,No
828,Maria Gupta,20,Male,Married,Sales,Sales Representative,PhD,Marketing,2,1,4,25,Travel_Rarely,22182,INR,19,4,4,3,1,No,0,Job Portal,Remote,5,6,1,0,Average,0,6,No
829,Anjali Nair,38,Female,Married,Research & Development,R&D Manager,Master's,Human Resources,8,2,1,19,Travel_Rarely,172988,INR,18,3,3,3,3,No,5,Referral,On-site,9,5,3,3,Average,2,17,No
830,Fatima Khan,34,Male,Married,Sales,Sales Representative,PhD,Technical Degree,3,1,1,29,Non-Travel,24079,INR,21,3,4,2,3,No,1,LinkedIn,Hybrid,4,4,2,1,Good,1,5,No
831,Wei Rodriguez,35,Female,Divorced,Research & Development,Manufacturing Director,Master's,Marketing,3,2,1,4,Non-Travel,205183,INR,24,3,1,2,2,No,0,Walk-in,Hybrid,6,5,2,2,Good,1,21,No
832,John Kumar,46,Female,Married,Marketing,Marketing Manager,Master's,Human Resources,6,4,3,11,Travel_Frequently,107949,INR,24,3,4,2,3,Yes,0,Walk-in,On-site,9,10,1,3,Average,1,19,No
833,John Kim,40,Male,Married,Sales,Sales Manager,Master's,Medical,2,0,2,19,Travel_Frequently,80172,INR,22,3,3,2,4,Yes,2,Walk-in,Remote,2,11,2,1,Good,0,16,No
834,Wei Kim,31,Female,Married,Marketing,Content Strategist,Bachelor's,Life Sciences,4,2,2,22,Travel_Rarely,35527,INR,14,3,4,1,1,Yes,5,Referral,Remote,6,8,0,1,Average,1,6,No
835,Raj Singh,26,Male,Married,Human Resources,HR Manager,High School,Life Sciences,6,2,4,23,Travel_Rarely,82401,INR,11,3,4,4,3,Yes,1,Referral,Hybrid,4,5,0,3,Average,5,24,No
836,Chen Khan,41,Male,Single,Finance,Finance Manager,Bachelor's,Technical Degree,2,0,1,4,Travel_Rarely,93649,INR,20,3,4,1,1,No,2,Referral,On-site,6,9,0,1,Good,1,18,No
837,Anjali Anderson,58,Male,Married,IT,IT Support,Bachelor's,Medical,6,2,1,8,Travel_Rarely,24538,INR,14,3,1,3,3,No,2,LinkedIn,On-site,8,6,0,3,Good,1,16,No
838,Lucy Khan,45,Male,Married,Human Resources,HR Executive,Bachelor's,Other,7,4,2,13,Travel_Frequently,28004,INR,14,3,1,2,4,No,5,Job Portal,Remote,11,7,2,3,Average,4,22,No
839,Ben Rodriguez,23,Female,Married,Finance,Accountant,Bachelor's,Marketing,0,0,1,24,Non-Travel,21030,INR,13,3,2,4,1,No,5,Campus Hiring,Hybrid,6,2,0,0,Good,0,8,Yes
840,Ahmed Anderson,37,Female,Single,Sales,Sales Manager,High School,Marketing,0,0,3,27,Travel_Rarely,57211,INR,23,3,4,3,3,No,2,Referral,On-site,1,7,0,0,Good,1,11,No
841,Ben Johnson,54,Male,Single,IT,IT Support,Master's,Life Sciences,5,2,2,13,Travel_Rarely,27230,INR,15,3,4,2,1,No,0,Referral,On-site,8,6,0,1,Average,4,13,No
842,Olga Singh,42,Female,Single,Sales,Sales Manager,Bachelor's,Marketing,0,0,2,2,Travel_Rarely,62333,INR,20,3,3,3,3,No,2,Job Portal,On-site,2,7,0,0,Needs Improvement,0,13,No
843,Ravi Davis,35,Male,Single,Research & Development,Laboratory Technician,Bachelor's,Life Sciences,12,6,2,18,Travel_Rarely,25968,INR,22,3,4,2,1,No,5,Referral,On-site,12,9,1,4,Average,0,17,No
844,Ahmed Sharma,47,Female,Married,Sales,Sales Manager,Bachelor's,Technical Degree,2,1,2,2,Non-Travel,66677,INR,18,3,3,3,3,No,0,Campus Hiring,Remote,3,3,0,1,Average,2,23,No
845,Olga Gupta,42,Male,Single,Research & Development,Manufacturing Director,PhD,Human Resources,12,3,1,12,Travel_Rarely,346126,INR,15,3,4,3,2,No,4,Job Portal,Hybrid,9,4,0,5,Good,2,23,No
846,David Wilson,28,Male,Single,Sales,Sales Manager,Master's,Marketing,2,1,2,4,Travel_Rarely,80544,INR,11,3,3,1,3,No,4,Consultancy,Hybrid,5,1,0,0,Excellent,3,15,No
847,Lucy Clark,45,Male,Single,Research & Development,Manufacturing Director,Bachelor's,Life Sciences,4,1,0,27,Travel_Rarely,198582,INR,19,3,3,1,3,Yes,2,Job Portal,Remote,9,5,0,1,Average,1,9,No
848,Ben Clark,29,Female,Single,Sales,Sales Manager,Bachelor's,Marketing,3,1,2,12,Travel_Rarely,73417,INR,17,3,4,2,3,No,5,Campus Hiring,On-site,6,8,2,2,Good,1,5,No
849,Raj Johnson,43,Female,Married,Marketing,Marketing Executive,High School,Life Sciences,0,0,1,10,Travel_Frequently,19798,INR,20,4,1,3,1,Yes,0,LinkedIn,Hybrid,2,11,0,1,Good,0,10,Yes
850,Lucy Ali,34,Male,Single,Marketing,Content Strategist,Bachelor's,Technical Degree,1,0,4,27,Non-Travel,30614,INR,19,3,4,2,3,Yes,5,Referral,Hybrid,1,6,0,0,Average,4,3,No
851,Carlos Brown,42,Male,Married,IT,IT Support,Bachelor's,Human Resources,1,0,2,9,Travel_Rarely,20111,INR,21,3,4,3,4,No,5,LinkedIn,Remote,5,5,0,0,Good,2,4,No
852,Sara Brown,35,Male,Married,Research & Development,R&D Manager,PhD,Marketing,16,11,1,16,Travel_Rarely,256127,INR,14,3,1,4,3,No,5,Walk-in,On-site,12,7,1,5,Good,0,9,No
853,Grace Rodriguez,37,Female,Divorced,Research & Development,Laboratory Technician,Bachelor's,Technical Degree,3,2,3,21,Travel_Rarely,18049,INR,20,3,2,3,2,No,1,Job Portal,On-site,4,5,1,2,Average,1,23,No
854,Emma Garcia,44,Male,Divorced,IT,Data Analyst,Master's,Medical,2,1,1,17,Non-Travel,41795,INR,23,3,3,3,4,Yes,1,Consultancy,Hybrid,5,8,0,0,Good,2,24,No
855,Olga Rodriguez,42,Female,Married,Research & Development,R&D Manager,Bachelor's,Medical,0,0,2,6,Travel_Rarely,105458,INR,16,4,4,4,2,Yes,3,Referral,On-site,2,4,0,0,Good,1,4,No
856,Sofia Brown,36,Female,Married,Sales,Sales Manager,Bachelor's,Medical,11,7,3,6,Travel_Rarely,115507,INR,22,3,3,1,4,No,1,Job Portal,Hybrid,6,5,6,4,Average,2,12,No
857,James Khan,32,Male,Married,Sales,Sales Executive,Bachelor's,Life Sciences,3,2,3,4,Travel_Rarely,26540,INR,18,3,1,3,4,No,4,LinkedIn,Hybrid,4,10,3,1,Good,3,16,No
858,Olga Sharma,27,Male,Single,Human Resources,HR Executive,Master's,Technical Degree,1,0,5,5,Travel_Rarely,23475,INR,23,3,4,1,4,Yes,0,Job Portal,Hybrid,2,5,1,0,Needs Improvement,1,19,No
859,Aisha Anderson,44,Male,Single,Sales,Sales Executive,Bachelor's,Human Resources,1,0,4,13,Travel_Rarely,23024,INR,12,3,4,3,3,Yes,2,Walk-in,On-site,5,3,1,1,Good,3,21,No
860,Aisha Clark,40,Male,Single,Human Resources,HR Executive,Master's,Human Resources,0,0,2,7,Non-Travel,20902,INR,14,3,2,2,3,No,4,Walk-in,On-site,2,3,0,0,Average,1,17,No
861,Nia Ali,32,Female,Married,IT,System Administrator,High School,Other,1,0,2,26,Travel_Rarely,27797,INR,13,3,2,3,3,Yes,3,Campus Hiring,On-site,1,5,1,1,Good,1,19,Yes
862,David Anderson,24,Male,Single,IT,Software Engineer,Bachelor's,Technical Degree,6,1,2,25,Non-Travel,79080,INR,11,3,3,4,3,No,3,Referral,On-site,6,11,0,3,Good,0,6,No
863,Priya Johnson,28,Male,Single,Finance,Finance Manager,Bachelor's,Medical,1,0,2,27,Travel_Rarely,83741,INR,11,4,2,4,3,No,3,LinkedIn,Hybrid,1,5,1,1,Good,3,21,No
864,Tom Clark,28,Male,Married,Research & Development,Laboratory Technician,Bachelor's,Marketing,10,4,1,10,Travel_Rarely,24207,INR,15,3,4,3,3,No,1,LinkedIn,On-site,8,6,0,3,Excellent,0,9,No
865,Fatima Johnson,42,Male,Married,IT,IT Support,Bachelor's,Human Resources,7,3,2,3,Travel_Rarely,28873,INR,14,3,2,3,3,No,5,Consultancy,Remote,7,5,4,2,Good,3,10,No
866,John Smith,20,Female,Divorced,Research & Development,R&D Manager,Bachelor's,Medical,2,1,3,22,Non-Travel,117389,INR,13,3,2,3,3,No,3,Consultancy,On-site,4,10,0,1,Average,1,8,No
867,Neha Smith,36,Male,Married,Research & Development,Research Scientist,Master's,Life Sciences,8,4,1,14,Travel_Rarely,71756,INR,19,3,1,3,1,No,4,LinkedIn,On-site,6,4,3,3,Good,0,6,No
868,Priya Ali,53,Male,Married,Research & Development,Manufacturing Director,Bachelor's,Technical Degree,0,0,2,25,Travel_Rarely,141061,INR,24,3,4,3,2,Yes,0,Referral,On-site,3,3,0,1,Average,0,13,No
869,Ben Clark,40,Female,Married,Sales,Sales Manager,High School,Human Resources,1,0,2,24,Travel_Rarely,62413,INR,24,3,3,4,3,No,3,LinkedIn,Hybrid,5,6,1,1,Good,5,13,No
870,Aisha Sharma,22,Female,Single,Sales,Sales Manager,Master's,Medical,1,0,3,9,Non-Travel,74323,INR,23,4,1,1,2,No,5,LinkedIn,Hybrid,6,5,0,1,Good,1,5,Yes
871,Olga Ali,45,Male,Single,Research & Development,Laboratory Technician,Bachelor's,Other,0,0,2,7,Travel_Rarely,15066,INR,11,3,2,4,2,No,5,LinkedIn,On-site,0,5,0,1,Average,1,23,No
872,Maria Johnson,37,Male,Married,IT,IT Support,Bachelor's,Other,0,0,1,17,Non-Travel,17464,INR,15,3,4,2,1,No,4,Consultancy,On-site,3,4,0,0,Average,2,20,No
873,Linda Rodriguez,45,Male,Married,Research & Development,Research Scientist,Bachelor's,Other,4,3,4,10,Travel_Rarely,54306,INR,18,4,4,3,2,No,4,LinkedIn,Hybrid,6,5,0,2,Good,1,4,No
874,Mary Davis,20,Male,Married,Research & Development,R&D Manager,Master's,Marketing,2,1,0,28,Travel_Rarely,127895,INR,22,3,2,4,3,No,4,Referral,On-site,7,7,0,1,Excellent,4,21,No
875,Mary Brown,41,Male,Married,Human Resources,HR Executive,Bachelor's,Human Resources,6,2,1,8,Travel_Rarely,27249,INR,21,3,3,2,4,No,4,Job Portal,On-site,7,8,4,2,Good,0,10,No
876,Sofia Wilson,46,Female,Single,Sales,Sales Manager,Bachelor's,Marketing,6,4,0,10,Travel_Rarely,89603,INR,19,4,2,3,3,Yes,1,LinkedIn,Hybrid,11,4,1,2,Average,2,5,No
877,Ben Davis,34,Female,Single,Finance,Financial Analyst,Bachelor's,Life Sciences,4,1,2,1,Travel_Rarely,40723,INR,24,3,3,4,3,No,0,Referral,On-site,6,4,1,1,Good,0,12,No
878,Ahmed Gupta,42,Male,Single,IT,Software Engineer,Bachelor's,Human Resources,0,0,3,14,Travel_Rarely,34508,INR,20,3,3,4,3,Yes,2,Referral,On-site,2,5,0,0,Good,2,16,No
879,Ahmed Lee,33,Female,Married,Sales,Sales Representative,Master's,Medical,2,1,4,16,Travel_Rarely,20262,INR,17,3,4,4,4,No,1,Job Portal,On-site,6,10,1,1,Average,1,4,No
880,Carlos Smith,30,Female,Married,IT,Data Analyst,High School,Human Resources,7,6,2,22,Travel_Rarely,59803,INR,21,3,3,3,3,No,3,LinkedIn,On-site,5,4,3,3,Good,5,13,No
881,Linda Sharma,38,Female,Married,IT,IT Support,Master's,Life Sciences,2,1,0,28,Travel_Frequently,23449,INR,16,3,4,4,2,No,0,Job Portal,On-site,8,4,1,1,Average,4,3,No
882,Olga Brown,51,Female,Married,Sales,Sales Representative,High School,Marketing,9,4,1,25,Travel_Rarely,23595,INR,22,3,2,3,1,Yes,5,Campus Hiring,Hybrid,8,7,0,3,Excellent,0,11,Yes
883,Mary Clark,48,Female,Married,Finance,Finance Manager,Bachelor's,Life Sciences,15,10,3,4,Travel_Rarely,159494,INR,24,4,3,3,4,No,3,Walk-in,On-site,9,7,1,5,Average,2,6,No
884,Yusuf Kumar,37,Female,Married,Marketing,Marketing Manager,Bachelor's,Marketing,5,4,5,11,Travel_Rarely,93136,INR,18,3,4,4,3,No,5,Walk-in,On-site,5,4,0,1,Needs Improvement,1,22,No
885,Grace Brown,39,Male,Married,Research & Development,Research Scientist,Master's,Human Resources,2,1,2,12,Travel_Frequently,54621,INR,15,3,2,4,3,No,5,Campus Hiring,On-site,5,5,0,0,Good,0,23,No
886,Wei Rodriguez,52,Male,Single,Finance,Finance Manager,High School,Marketing,2,1,1,25,Travel_Rarely,84253,INR,17,3,3,2,1,No,2,Job Portal,Hybrid,3,6,2,1,Good,3,9,No
887,Raj Garcia,20,Female,Married,Research & Development,Research Scientist,Bachelor's,Medical,0,0,6,2,Travel_Rarely,40332,INR,22,3,4,2,2,No,1,Campus Hiring,Hybrid,2,8,0,0,Good,1,10,No
888,Nia Ali,45,Female,Married,Research & Development,Laboratory Technician,High School,Medical,1,0,1,5,Travel_Rarely,15849,INR,15,3,2,2,3,No,1,Consultancy,On-site,5,6,1,1,Good,2,21,No
889,James Kim,39,Male,Married,Finance,Financial Analyst,High School,Technical Degree,4,3,2,14,Travel_Frequently,41967,INR,21,3,3,3,3,No,3,Referral,Remote,9,7,4,2,Average,1,23,No
890,Grace Sharma,48,Female,Single,Research & Development,Manufacturing Director,Bachelor's,Technical Degree,5,1,3,18,Travel_Rarely,214887,INR,12,4,3,3,2,No,0,Job Portal,Hybrid,8,5,1,1,Good,1,12,No
891,Priya Martin,27,Male,Single,Finance,Financial Analyst,Bachelor's,Other,7,3,1,7,Travel_Rarely,53658,INR,21,3,2,1,1,No,0,Campus Hiring,Hybrid,4,7,0,3,Average,0,22,No
892,Robert Smith,20,Female,Married,Research & Development,Laboratory Technician,High School,Technical Degree,2,1,3,7,Non-Travel,16150,INR,12,3,1,3,1,No,0,Campus Hiring,Remote,3,11,0,0,Average,0,21,Yes
893,Fatima Johnson,20,Male,Divorced,Research & Development,Laboratory Technician,Bachelor's,Other,2,0,3,26,Travel_Frequently,16913,INR,22,4,4,3,1,Yes,1,LinkedIn,On-site,5,6,0,1,Good,1,14,No
894,Nia Sharma,30,Male,Married,Sales,Sales Manager,Master's,Other,8,5,0,18,Non-Travel,104030,INR,18,3,4,3,4,No,5,Referral,Hybrid,6,3,1,3,Average,1,3,No
895,Sara Clark,45,Female,Single,Finance,Finance Manager,High School,Medical,1,0,2,9,Travel_Rarely,78262,INR,23,4,4,4,4,No,3,Referral,On-site,1,5,1,1,Average,3,21,No
896,Olga Kim,32,Male,Married,Marketing,Marketing Executive,Master's,Marketing,1,0,2,26,Travel_Frequently,25804,INR,20,3,3,4,2,No,3,Job Portal,Hybrid,6,4,0,0,Good,2,13,No
897,Tom Johnson,28,Male,Single,Sales,Sales Manager,High School,Life Sciences,0,0,0,15,Non-Travel,55086,INR,23,3,3,3,3,No,5,Job Portal,Hybrid,3,5,0,0,Good,0,24,No
898,Kevin Clark,37,Female,Married,IT,Software Engineer,Bachelor's,Marketing,3,1,2,17,Non-Travel,58928,INR,18,3,4,3,3,No,4,LinkedIn,On-site,4,7,1,1,Good,1,14,No
899,James Garcia,31,Male,Married,Sales,Sales Executive,Bachelor's,Technical Degree,10,9,2,29,Non-Travel,39313,INR,17,4,2,3,4,No,2,Job Portal,Hybrid,9,2,0,4,Good,0,8,No
900,Olga Singh,36,Female,Single,Sales,Sales Representative,Bachelor's,Technical Degree,3,2,0,26,Travel_Rarely,19387,INR,24,3,2,3,4,No,2,LinkedIn,On-site,5,3,1,1,Good,4,22,No
901,Kevin Garcia,20,Female,Divorced,IT,Software Engineer,Bachelor's,Medical,2,1,0,15,Non-Travel,48507,INR,12,3,2,4,4,No,5,Walk-in,On-site,3,4,2,0,Good,0,10,No
902,Ravi Rodriguez,33,Male,Married,Marketing,Marketing Manager,Master's,Other,2,1,2,7,Non-Travel,87107,INR,16,3,2,3,4,No,3,Walk-in,On-site,2,8,2,0,Good,0,24,No
903,Lucy Brown,32,Male,Married,Marketing,Marketing Manager,Bachelor's,Human Resources,11,5,4,21,Travel_Rarely,114178,INR,17,3,4,3,3,No,2,Campus Hiring,On-site,8,6,0,4,Needs Improvement,4,21,No
904,Maria Kim,33,Male,Married,Research & Development,R&D Manager,High School,Marketing,2,1,1,16,Travel_Rarely,113875,INR,16,3,4,4,3,Yes,1,Campus Hiring,Hybrid,10,8,1,1,Excellent,1,20,No
905,Sofia Smith,20,Female,Married,IT,System Administrator,High School,Life Sciences,2,1,3,17,Travel_Rarely,27350,INR,18,3,3,3,4,No,0,Walk-in,On-site,5,4,0,0,Average,2,7,No
906,Emma Nair,52,Female,Married,Finance,Financial Analyst,Master's,Life Sciences,3,1,3,3,Travel_Frequently,45433,INR,23,3,3,4,3,Yes,0,Consultancy,Hybrid,1,5,0,1,Good,3,17,No
907,Sara Nair,39,Male,Divorced,Finance,Accountant,Bachelor's,Human Resources,1,0,1,11,Travel_Frequently,22015,INR,11,3,4,3,4,No,5,Consultancy,On-site,9,6,1,0,Average,1,15,No
908,Amit Singh,45,Female,Married,IT,IT Support,PhD,Other,15,13,1,5,Travel_Rarely,43247,INR,12,3,3,2,3,Yes,0,Referral,On-site,11,4,0,5,Good,0,23,No
909,Aisha Garcia,31,Female,Divorced,Research & Development,R&D Manager,Bachelor's,Technical Degree,8,6,2,16,Travel_Rarely,161397,INR,18,3,3,2,2,Yes,0,Referral,On-site,4,2,2,2,Good,0,4,No
910,Sara Lee,37,Male,Divorced,Sales,Sales Executive,Bachelor's,Human Resources,1,0,1,5,Travel_Rarely,23534,INR,11,3,4,1,3,No,5,Walk-in,On-site,2,8,1,1,Good,1,12,No
911,Raj Davis,30,Female,Divorced,Sales,Sales Manager,Bachelor's,Life Sciences,12,8,2,14,Travel_Rarely,113488,INR,15,3,3,3,3,No,3,Campus Hiring,Remote,9,6,2,4,Good,1,11,No
912,Aisha Davis,25,Male,Married,Human Resources,HR Recruiter,Master's,Human Resources,1,0,3,12,Travel_Frequently,21562,INR,24,3,3,3,3,No,4,Referral,Hybrid,5,6,0,1,Good,0,21,No
913,Chen Singh,35,Male,Married,Finance,Financial Analyst,Bachelor's,Other,1,0,3,29,Travel_Frequently,33211,INR,16,3,3,4,3,Yes,1,Campus Hiring,Hybrid,3,3,1,0,Average,0,14,No
914,Yusuf Anderson,37,Female,Married,Marketing,Marketing Executive,Master's,Technical Degree,0,0,1,23,Non-Travel,23611,INR,11,3,1,2,1,No,1,Job Portal,Hybrid,3,2,0,0,Good,0,16,Yes
915,Olga Ali,41,Female,Married,Research & Development,Research Scientist,Master's,Other,15,5,3,15,Travel_Rarely,109464,INR,24,3,2,1,3,No,0,Referral,On-site,9,6,2,5,Excellent,2,3,No
916,Tom Wilson,52,Female,Married,Sales,Sales Manager,Bachelor's,Human Resources,6,5,3,25,Travel_Rarely,91387,INR,19,3,3,4,3,No,4,Job Portal,Hybrid,6,7,0,2,Good,1,21,No
917,Emma Brown,42,Female,Divorced,IT,Data Analyst,Master's,Human Resources,0,0,2,12,Travel_Rarely,33216,INR,21,3,3,4,3,No,3,Walk-in,On-site,6,7,0,0,Needs Improvement,2,19,No
918,Ahmed Kim,36,Female,Single,Research & Development,Research Scientist,High School,Medical,5,3,1,7,Non-Travel,53264,INR,19,3,3,2,3,No,2,LinkedIn,On-site,9,8,0,1,Good,2,5,No
919,David Smith,52,Male,Married,IT,System Administrator,Bachelor's,Human Resources,3,1,2,1,Travel_Rarely,33267,INR,21,3,3,3,3,No,4,Job Portal,Hybrid,11,7,1,2,Good,3,3,No
920,Neha Clark,36,Female,Single,Research & Development,Research Scientist,High School,Technical Degree,4,1,2,22,Travel_Rarely,50893,INR,21,3,3,4,1,No,2,Walk-in,Hybrid,6,4,2,1,Good,1,19,No
921,Raj Smith,33,Male,Single,Research & Development,Laboratory Technician,High School,Medical,3,1,4,22,Travel_Rarely,17120,INR,17,4,1,1,4,Yes,1,Referral,Hybrid,7,5,1,2,Excellent,0,16,No
922,Fatima Singh,32,Female,Single,Human Resources,HR Recruiter,Bachelor's,Other,9,4,1,25,Travel_Rarely,29284,INR,17,3,3,3,2,No,5,Job Portal,Hybrid,7,8,2,4,Average,4,18,No
923,Fatima Martin,24,Male,Single,Research & Development,Research Scientist,Master's,Technical Degree,0,0,2,10,Travel_Frequently,44781,INR,21,3,3,3,4,No,2,LinkedIn,Hybrid,7,5,0,1,Good,3,16,No
924,Ravi Rodriguez,56,Male,Married,Research & Development,Laboratory Technician,Master's,Marketing,0,0,1,15,Travel_Frequently,15518,INR,23,3,4,3,1,No,4,LinkedIn,On-site,9,7,0,0,Average,0,9,No
925,Sofia Singh,36,Male,Divorced,Human Resources,HR Recruiter,Bachelor's,Marketing,5,4,4,24,Non-Travel,24341,INR,13,4,4,3,2,No,5,Referral,On-site,5,3,0,1,Good,0,4,No
926,David Kim,29,Male,Married,Research & Development,Manufacturing Director,Master's,Other,0,0,2,23,Travel_Rarely,167690,INR,21,3,4,4,4,No,3,Campus Hiring,On-site,3,9,0,1,Average,0,10,No
927,Linda Brown,31,Male,Single,Sales,Sales Executive,High School,Marketing,0,0,2,3,Non-Travel,21661,INR,17,3,3,2,2,No,5,Referral,Remote,3,3,0,0,Good,1,8,No
928,Sara Wilson,28,Male,Single,Marketing,Marketing Executive,Master's,Other,0,0,2,5,Travel_Frequently,25159,INR,19,3,2,3,3,Yes,0,Consultancy,On-site,0,4,0,0,Average,2,15,Yes
929,Lucy Clark,38,Female,Single,IT,System Administrator,Master's,Life Sciences,20,11,5,25,Travel_Frequently,68532,INR,13,3,3,3,2,Yes,1,Job Portal,On-site,14,1,2,5,Good,2,9,No
930,Tom Brown,25,Female,Married,IT,Software Engineer,Bachelor's,Technical Degree,4,1,1,29,Travel_Frequently,66349,INR,17,3,3,4,3,No,3,Referral,On-site,3,9,0,1,Excellent,2,19,No
931,Carlos Anderson,49,Female,Divorced,Research & Development,R&D Manager,Master's,Human Resources,2,1,2,7,Travel_Rarely,121611,INR,21,3,4,2,1,No,5,LinkedIn,Hybrid,6,4,2,0,Average,1,5,No
932,John Johnson,21,Female,Divorced,Research & Development,Research Scientist,Bachelor's,Technical Degree,3,2,0,13,Travel_Frequently,53823,INR,11,3,3,2,4,No,0,LinkedIn,Hybrid,7,4,3,2,Good,2,18,No
933,Lucy Kim,35,Male,Single,Sales,Sales Executive,High School,Life Sciences,9,8,2,15,Travel_Rarely,33541,INR,19,3,4,4,3,No,3,Job Portal,Hybrid,6,12,5,4,Good,2,20,No
934,Kevin Brown,38,Female,Divorced,Finance,Finance Manager,Master's,Medical,0,0,3,3,Travel_Rarely,84887,INR,24,3,4,2,3,Yes,1,Referral,On-site,4,7,0,1,Good,2,22,No
935,Sofia Rodriguez,53,Male,Single,IT,System Administrator,High School,Other,5,1,1,3,Travel_Rarely,37436,INR,12,3,4,4,4,Yes,5,Referral,Remote,5,7,3,1,Average,3,24,No
